image_id,ann_id,category_id,category,bbox_xywh,area,gt_width,gt_height,matched_status,failure_type,formal_tp_prediction_id,highest_prediction_score,best_iou,best_candidate_score,iou_ge_025_candidate,iou_ge_050_candidate,best_candidate_prediction_id,best_candidate_bbox_xywh,pred_width_over_gt_width,pred_height_over_gt_height,sqrt_pred_area_over_gt_area,prediction_fpn_level
34,316,0,person,"[438.0, 39.0, 5.0, 10.0]",50.0,5.0,10.0,FN,B,,0.5863562226295471,0.47466209054987313,0.5550815463066101,True,False,2567,"[436.35650634765625, 36.83798599243164, 7.7384033203125, 13.612380981445312]",1.5476806640625,1.3612380981445313,1.4514688710694084,UNKNOWN_POST_NMS
34,323,0,person,"[368.0, 342.0, 5.0, 9.0]",45.0,5.0,9.0,FN,B,,0.5863562226295471,0.31043987753674346,0.25452953577041626,True,False,2579,"[365.3538513183594, 339.63055419921875, 10.617706298828125, 13.652252197265625]",2.123541259765625,1.5169169108072917,1.794780111249146,UNKNOWN_POST_NMS
34,324,0,person,"[366.0, 390.0, 6.0, 10.0]",60.0,6.0,10.0,TP,D,2593,0.5863562226295471,0.5405560477715871,0.10199952870607376,True,True,2593,"[364.6412658691406, 388.02301025390625, 8.46697998046875, 13.109375]",1.411163330078125,1.3109375,1.3601275410873392,UNKNOWN_POST_NMS
34,327,0,person,"[176.0, 106.0, 5.0, 12.0]",60.0,5.0,12.0,FN,B,,0.5863562226295471,0.46538767585095714,0.20280127227306366,True,False,2584,"[173.76673889160156, 104.65345001220703, 9.324905395507812, 12.650245666503906]",1.8649810791015624,1.0541871388753254,1.4021551511279675,UNKNOWN_POST_NMS
35,342,0,person,"[369.0, 354.0, 6.0, 8.0]",48.0,6.0,8.0,FN,B,,0.5863308906555176,0.2765016274830587,0.2877209484577179,True,False,2682,"[368.2047424316406, 345.2304382324219, 9.452728271484375, 18.36480712890625]",1.5754547119140625,2.2956008911132812,1.901740055995703,UNKNOWN_POST_NMS
35,350,0,person,"[451.0, 84.0, 5.0, 11.0]",55.0,5.0,11.0,FN,B,,0.5863308906555176,0.45105040172401517,0.473361998796463,True,False,2670,"[449.79461669921875, 82.354736328125, 8.74456787109375, 13.944381713867188]",1.74891357421875,1.267671064897017,1.4889751955767199,UNKNOWN_POST_NMS
36,367,0,person,"[389.0, 347.0, 8.0, 8.0]",64.0,8.0,8.0,FN,B,,0.5655723810195923,0.46845762934822244,0.20908664166927338,True,False,2780,"[387.0085144042969, 343.7462158203125, 8.88427734375, 12.252288818359375]",1.11053466796875,1.5315361022949219,1.304156408121451,UNKNOWN_POST_NMS
37,380,0,person,"[387.0, 346.0, 5.0, 10.0]",50.0,5.0,10.0,FN,B,,0.6051065325737,0.41418943689169896,0.2397473156452179,True,False,2860,"[387.2332458496094, 345.9130859375, 8.9774169921875, 12.559722900390625]",1.7954833984375,1.2559722900390624,1.5016915114838552,UNKNOWN_POST_NMS
37,388,0,person,"[439.0, 100.0, 5.0, 10.0]",50.0,5.0,10.0,TP,D,2857,0.6051065325737,0.547533549712601,0.31168270111083984,True,True,2857,"[438.0709533691406, 99.1334228515625, 7.457794189453125, 12.244720458984375]",1.491558837890625,1.2244720458984375,1.3514333508574625,UNKNOWN_POST_NMS
37,390,0,person,"[420.0, 69.0, 5.0, 12.0]",60.0,5.0,12.0,TP,D,2853,0.6051065325737,0.5555441620635793,0.3682669997215271,True,True,2853,"[419.1598815917969, 67.3774185180664, 7.837554931640625, 13.78009033203125]",1.567510986328125,1.1483408610026042,1.341654544087665,UNKNOWN_POST_NMS
55,821,0,person,"[315.0, 254.0, 5.0, 12.0]",60.0,5.0,12.0,TP,D,4602,0.6331995129585266,0.5508626302685606,0.273235023021698,True,True,4602,"[314.71307373046875, 252.95974731445312, 7.942596435546875, 13.713409423828125]",1.588519287109375,1.1427841186523438,1.347343539518239,UNKNOWN_POST_NMS
64,968,0,person,"[597.0, 0.0, 10.0, 6.0]",60.0,10.0,6.0,TP,D,5275,0.6926800012588501,0.5024688053153311,0.057415515184402466,True,True,5275,"[595.2940673828125, 0.0, 10.41650390625, 9.242708206176758]",1.041650390625,1.5404513676961262,1.266732714071712,UNKNOWN_POST_NMS
65,988,2,crowd,"[612.0, 0.0, 13.0, 4.0]",52.0,13.0,4.0,FN,A,,0.4045356512069702,0.0005288470368590359,0.07561524957418442,False,False,5395,"[624.8986206054688, 3.0612916946411133, 9.4638671875, 13.529829978942871]",0.7279897836538461,3.3824574947357178,1.5692018671321373,UNKNOWN_POST_NMS
124,1505,0,person,"[463.0, 352.0, 5.0, 12.0]",60.0,5.0,12.0,TP,D,7909,0.4437415897846222,0.5495897696249245,0.4437415897846222,True,True,7909,"[460.498291015625, 350.9942626953125, 7.944549560546875, 13.741790771484375]",1.588909912109375,1.1451492309570312,1.3489028741581266,UNKNOWN_POST_NMS
131,1517,0,person,"[426.0, 48.0, 4.0, 12.0]",48.0,4.0,12.0,FN,B,,0.6359167695045471,0.31249222735630666,0.3473522365093231,True,False,7992,"[424.0295715332031, 44.59321975708008, 9.68389892578125, 15.861774444580078]",2.4209747314453125,1.3218145370483398,1.788876629019205,UNKNOWN_POST_NMS
131,1518,0,person,"[548.0, 14.0, 4.0, 15.0]",60.0,4.0,15.0,FN,B,,0.6359167695045471,0.37664709803634744,0.5425029993057251,True,False,7987,"[545.60302734375, 13.587408065795898, 9.64959716796875, 16.508493423461914]",2.4123992919921875,1.1005662282307942,1.6294186662041406,UNKNOWN_POST_NMS
131,1522,0,person,"[509.0, 273.0, 5.0, 10.0]",50.0,5.0,10.0,FN,B,,0.6359167695045471,0.36391821424253484,0.5206365585327148,True,False,7988,"[506.9116516113281, 270.9290466308594, 9.396820068359375, 14.62127685546875]",1.879364013671875,1.462127685546875,1.6576700985449861,UNKNOWN_POST_NMS
132,1527,0,person,"[386.0, 143.0, 3.0, 12.0]",36.0,3.0,12.0,FN,B,,0.6460837721824646,0.2861040501058548,0.40008413791656494,True,False,8032,"[385.4598083496094, 141.84274291992188, 8.085205078125, 15.562789916992188]",2.695068359375,1.2968991597493489,1.8695539282782119,UNKNOWN_POST_NMS
132,1529,0,person,"[591.0, 101.0, 4.0, 14.0]",56.0,4.0,14.0,FN,B,,0.6460837721824646,0.2734261147144341,0.5214399099349976,True,False,8029,"[588.105224609375, 99.58343505859375, 12.24346923828125, 16.727981567382812]",3.0608673095703125,1.1948558262416296,1.9124055893540548,UNKNOWN_POST_NMS
134,1545,0,person,"[392.0, 240.0, 4.0, 14.0]",56.0,4.0,14.0,FN,B,,0.5943390130996704,0.434245754449229,0.49480193853378296,True,False,8130,"[389.68719482421875, 240.68154907226562, 8.47869873046875, 14.147811889648438]",2.1196746826171875,1.0105579921177454,1.4635758235255338,UNKNOWN_POST_NMS
134,1546,1,rider,"[402.0, 239.0, 3.0, 14.0]",42.0,3.0,14.0,FN,A,,0.6836426258087158,0.0,0.6836426258087158,False,False,8149,"[403.36297607421875, 35.07634353637695, 12.42010498046875, 20.235244750976562]",4.140034993489583,1.4453746250697546,2.446201448468762,UNKNOWN_POST_NMS
142,1633,0,person,"[537.0, 5.0, 5.0, 9.0]",45.0,5.0,9.0,FN,B,,0.5886385440826416,0.32867321918553494,0.3754778206348419,True,False,8441,"[538.0413208007812, 2.43302583694458, 7.97967529296875, 12.41001844406128]",1.59593505859375,1.378890938229031,1.4834488162039632,UNKNOWN_POST_NMS
143,1642,1,rider,"[91.0, 497.0, 8.0, 8.0]",64.0,8.0,8.0,TP,D,8509,0.6211427450180054,0.5119073012559584,0.24390411376953125,True,True,8509,"[89.8454818725586, 494.551025390625, 11.398582458496094, 10.96826171875]",1.4248228073120117,1.37103271484375,1.3976690172141188,UNKNOWN_POST_NMS
144,1651,0,person,"[622.0, 57.0, 4.0, 12.0]",48.0,4.0,12.0,FN,B,,0.6127603054046631,0.38756611282282416,0.47214680910110474,True,False,8553,"[619.909912109375, 55.97118377685547, 8.90283203125, 13.911285400390625]",2.2257080078125,1.1592737833658855,1.606301635087428,UNKNOWN_POST_NMS
144,1652,0,person,"[631.0, 79.0, 4.0, 12.0]",48.0,4.0,12.0,FN,B,,0.6127603054046631,0.39731362843765894,0.4414699077606201,True,False,8554,"[627.5005493164062, 79.09637451171875, 9.57464599609375, 12.476242065429688]",2.3936614990234375,1.0396868387858074,1.5775482106873864,UNKNOWN_POST_NMS
146,1662,0,person,"[570.0, 54.0, 3.0, 16.0]",48.0,3.0,16.0,FN,B,,0.4663926959037781,0.3441304572938389,0.2966476082801819,True,False,8619,"[566.583740234375, 54.85126495361328, 8.24725341796875, 13.831375122070312]",2.74908447265625,0.8644609451293945,1.541582356370546,UNKNOWN_POST_NMS
146,1663,0,person,"[590.0, 103.0, 6.0, 9.0]",54.0,6.0,9.0,TP,D,8617,0.4663926959037781,0.5669346878622363,0.4663926959037781,True,True,8617,"[589.0648193359375, 99.90482330322266, 7.86077880859375, 12.075508117675781]",1.3101298014322917,1.341723124186198,1.3258323612988097,UNKNOWN_POST_NMS
147,1669,0,person,"[475.0, 57.0, 6.0, 9.0]",54.0,6.0,9.0,FN,A,,0.46811753511428833,0.11108151111362251,0.27990400791168213,False,False,8641,"[473.1719665527344, 57.13895797729492, 17.98028564453125, 26.572994232177734]",2.9967142740885415,2.9525549146864147,2.9745526483609357,UNKNOWN_POST_NMS
155,1692,1,rider,"[313.0, 2.0, 8.0, 8.0]",64.0,8.0,8.0,TP,D,8802,0.7670166492462158,0.5825836224534509,0.3792635500431061,True,True,8802,"[312.8184509277344, 0.39508867263793945, 9.6864013671875, 11.341206073760986]",1.2108001708984375,1.4176507592201233,1.3101495264045342,UNKNOWN_POST_NMS
160,1718,0,person,"[330.0, 105.0, 5.0, 9.0]",45.0,5.0,9.0,FN,B,,0.47681427001953125,0.2751712995479128,0.0995061844587326,True,False,8946,"[328.4492492675781, 102.34925079345703, 10.36865234375, 15.772010803222656]",2.07373046875,1.7524456448025174,1.9063315368673992,UNKNOWN_POST_NMS
161,1719,0,person,"[297.0, 193.0, 4.0, 10.0]",40.0,4.0,10.0,FN,B,,0.49795666337013245,0.30071380373906376,0.4411710500717163,True,False,8981,"[296.33502197265625, 189.56224060058594, 8.882354736328125, 14.97540283203125]",2.2205886840820312,1.497540283203125,1.8235736910906177,UNKNOWN_POST_NMS
161,1722,0,person,"[310.0, 210.0, 5.0, 12.0]",60.0,5.0,12.0,FN,B,,0.49795666337013245,0.4417989871463334,0.3894473910331726,True,False,8982,"[308.8148498535156, 208.06924438476562, 8.745025634765625, 15.52978515625]",1.749005126953125,1.2941487630208333,1.5044842377251688,UNKNOWN_POST_NMS
161,1724,0,person,"[368.0, 291.0, 5.0, 12.0]",60.0,5.0,12.0,FN,B,,0.49795666337013245,0.3437659113153556,0.4500132203102112,True,False,8980,"[365.90740966796875, 289.1205139160156, 9.568267822265625, 18.24127197265625]",1.913653564453125,1.5201059977213542,1.705566258134243,UNKNOWN_POST_NMS
165,1732,0,person,"[549.0, 96.0, 3.0, 11.0]",33.0,3.0,11.0,FN,B,,0.4515007734298706,0.32731611276264616,0.25414949655532837,True,False,9078,"[546.6100463867188, 95.0892562866211, 7.642578125, 13.191879272460938]",2.5475260416666665,1.1992617520419033,1.7478988941301903,UNKNOWN_POST_NMS
166,1737,0,person,"[469.0, 212.0, 6.0, 10.0]",60.0,6.0,10.0,FN,B,,0.5506963133811951,0.4720559915015586,0.2528531849384308,True,False,9099,"[468.2672119140625, 210.37521362304688, 9.034515380859375, 14.06866455078125]",1.5057525634765625,1.406866455078125,1.4554699485743672,UNKNOWN_POST_NMS
168,1741,0,person,"[271.0, 291.0, 5.0, 8.0]",40.0,5.0,8.0,FN,B,,0.47318199276924133,0.26026055597291997,0.47318199276924133,True,False,9159,"[268.5618591308594, 288.7509460449219, 11.663421630859375, 13.177276611328125]",2.332684326171875,1.6471595764160156,1.9601794118420754,UNKNOWN_POST_NMS
168,1742,0,person,"[139.0, 272.0, 8.0, 8.0]",64.0,8.0,8.0,FN,B,,0.47318199276924133,0.48977474514011593,0.39676642417907715,True,False,9161,"[139.0756378173828, 266.5931091308594, 8.757293701171875, 14.71136474609375]",1.0946617126464844,1.8389205932617188,1.4188008902029778,UNKNOWN_POST_NMS
169,1744,0,person,"[269.0, 272.0, 6.0, 10.0]",60.0,6.0,10.0,FN,B,,0.5944904685020447,0.4517961397387207,0.5944904685020447,True,False,9186,"[266.8967590332031, 271.333740234375, 10.4901123046875, 12.65985107421875]",1.74835205078125,1.265985107421875,1.4877458313904146,UNKNOWN_POST_NMS
170,1745,0,person,"[254.0, 260.0, 6.0, 8.0]",48.0,6.0,8.0,FN,B,,0.5297715067863464,0.3769427584732559,0.5297715067863464,True,False,9216,"[250.97299194335938, 258.4176330566406, 10.7596435546875, 11.834991455078125]",1.79327392578125,1.4793739318847656,1.628779511944277,UNKNOWN_POST_NMS
183,1761,0,person,"[484.0, 212.0, 6.0, 10.0]",60.0,6.0,10.0,TP,D,9412,0.4117004871368408,0.6784098528340797,0.15954264998435974,True,True,9412,"[482.9973449707031, 210.8520965576172, 7.796539306640625, 11.343765258789062]",1.2994232177734375,1.1343765258789062,1.2140985114166896,UNKNOWN_POST_NMS
185,1764,0,person,"[243.0, 503.0, 6.0, 8.0]",48.0,6.0,8.0,FN,B,,0.4913497567176819,0.34322931777252375,0.4913497567176819,True,False,9435,"[241.575439453125, 499.6970520019531, 12.168380737304688, 11.098785400390625]",2.0280634562174478,1.3873481750488281,1.6773878904017685,UNKNOWN_POST_NMS
190,1863,0,person,"[299.0, 131.0, 7.0, 9.0]",63.0,7.0,9.0,TP,D,9867,0.6186765432357788,0.640590519966191,0.38478949666023254,True,True,9867,"[299.7178039550781, 130.6438751220703, 7.14996337890625, 11.44085693359375]",1.02142333984375,1.2712063259548612,1.1394910315958249,UNKNOWN_POST_NMS
191,1892,0,person,"[451.0, 136.0, 6.0, 8.0]",48.0,6.0,8.0,FN,B,,0.6089732050895691,0.47232406210010514,0.48328667879104614,True,False,9964,"[450.15472412109375, 134.82484436035156, 8.5989990234375, 11.818252563476562]",1.43316650390625,1.4772815704345703,1.4550568592274489,UNKNOWN_POST_NMS
196,2043,0,person,"[76.0, 281.0, 6.0, 8.0]",48.0,6.0,8.0,FN,B,,0.6715991497039795,0.33928378621891686,0.5803459286689758,True,False,10460,"[75.89279174804688, 282.0843811035156, 7.545753479003906, 15.34527587890625]",1.2576255798339844,1.9181594848632812,1.5531665829411991,UNKNOWN_POST_NMS
196,2062,0,person,"[289.0, 239.0, 6.0, 10.0]",60.0,6.0,10.0,FN,B,,0.6715991497039795,0.36314639628935863,0.38032615184783936,True,False,10503,"[291.4002685546875, 239.37692260742188, 6.33880615234375, 11.047882080078125]",1.0564676920572917,1.1047882080078124,1.080357833463582,UNKNOWN_POST_NMS
196,2065,0,person,"[330.0, 238.0, 5.0, 11.0]",55.0,5.0,11.0,FN,A,,0.6715991497039795,0.21942999081950784,0.24659524857997894,False,False,10534,"[322.3768005371094, 237.77835083007812, 11.04718017578125, 13.968048095703125]",2.20943603515625,1.2698225541548296,1.6749900624791267,UNKNOWN_POST_NMS
196,2067,0,person,"[370.0, 240.0, 5.0, 11.0]",55.0,5.0,11.0,FN,B,,0.6715991497039795,0.37810805501886097,0.3755250573158264,True,False,10504,"[371.2283935546875, 238.56961059570312, 7.4273681640625, 12.953720092773438]",1.4854736328125,1.177610917524858,1.3226148221214338,UNKNOWN_POST_NMS
196,2085,0,person,"[271.0, 194.0, 5.0, 10.0]",50.0,5.0,10.0,FN,B,,0.6715991497039795,0.41417925846138237,0.3596377968788147,True,False,10511,"[268.87939453125, 193.67868041992188, 7.542999267578125, 16.00433349609375]",1.508599853515625,1.600433349609375,1.553838317452052,UNKNOWN_POST_NMS
196,2091,0,person,"[450.0, 185.0, 5.0, 11.0]",55.0,5.0,11.0,FN,B,,0.6715991497039795,0.35020840519604457,0.2528126537799835,True,False,10532,"[451.00830078125, 184.08750915527344, 9.037506103515625, 12.645904541015625]",1.807501220703125,1.149627685546875,1.4415108202785314,UNKNOWN_POST_NMS
196,2095,0,person,"[455.0, 233.0, 5.0, 9.0]",45.0,5.0,9.0,TP,D,10519,0.6715991497039795,0.5632486464554128,0.32443031668663025,True,True,10519,"[454.5188903808594, 232.0162811279297, 7.169525146484375, 11.143508911132812]",1.433905029296875,1.2381676567925348,1.3324469333476445,UNKNOWN_POST_NMS
196,2113,0,person,"[104.0, 222.0, 5.0, 11.0]",55.0,5.0,11.0,TP,D,10527,0.6715991497039795,0.6474923839657073,0.28120288252830505,True,True,10527,"[102.44790649414062, 221.6713104248047, 7.481513977050781, 11.353729248046875]",1.4963027954101562,1.0321572043678977,1.2427468407517346,UNKNOWN_POST_NMS
196,2117,0,person,"[415.0, 165.0, 6.0, 10.0]",60.0,6.0,10.0,FN,A,,0.6715991497039795,0.0,0.6715991497039795,False,False,10452,"[427.9305114746094, 417.88397216796875, 8.84320068359375, 15.85089111328125]",1.4738667805989583,1.585089111328125,1.5284666124831277,UNKNOWN_POST_NMS
197,2171,0,person,"[235.0, 266.0, 5.0, 12.0]",60.0,5.0,12.0,FN,A,,0.7108289003372192,0.17801554762520286,0.3397022783756256,False,False,10619,"[237.79681396484375, 266.01983642578125, 9.028701782226562, 12.700103759765625]",1.8057403564453125,1.0583419799804688,1.3824220861122587,UNKNOWN_POST_NMS
198,2204,0,person,"[21.0, 240.0, 4.0, 14.0]",56.0,4.0,14.0,FN,A,,0.6938174366950989,0.0,0.6938174366950989,False,False,10652,"[130.7339324951172, 355.37176513671875, 8.717605590820312, 15.1612548828125]",2.179401397705078,1.08294677734375,1.5362863405573777,UNKNOWN_POST_NMS
198,2206,0,person,"[111.0, 236.0, 5.0, 12.0]",60.0,5.0,12.0,TP,D,10699,0.6938174366950989,0.5008416747029314,0.41423898935317993,True,True,10699,"[110.00147247314453, 234.30364990234375, 8.069374084472656, 12.3544921875]",1.6138748168945312,1.029541015625,1.2890113723614725,UNKNOWN_POST_NMS
198,2209,0,person,"[229.0, 223.0, 6.0, 10.0]",60.0,6.0,10.0,TP,D,10680,0.6938174366950989,0.6951360096950713,0.5075075030326843,True,True,10680,"[229.00965881347656, 222.30462646484375, 6.8758392333984375, 12.51898193359375]",1.1459732055664062,1.251898193359375,1.1977653299736286,UNKNOWN_POST_NMS
198,2210,0,person,"[80.0, 236.0, 5.0, 11.0]",55.0,5.0,11.0,FN,A,,0.6938174366950989,0.0,0.6938174366950989,False,False,10652,"[130.7339324951172, 355.37176513671875, 8.717605590820312, 15.1612548828125]",1.7435211181640624,1.3782958984375,1.5501896677518823,UNKNOWN_POST_NMS
198,2223,0,person,"[0.0, 294.0, 3.0, 14.0]",42.0,3.0,14.0,FN,A,,0.6938174366950989,0.0,0.6938174366950989,False,False,10652,"[130.7339324951172, 355.37176513671875, 8.717605590820312, 15.1612548828125]",2.9058685302734375,1.08294677734375,1.7739506645462941,UNKNOWN_POST_NMS
198,2227,0,person,"[84.0, 301.0, 5.0, 9.0]",45.0,5.0,9.0,FN,A,,0.6938174366950989,0.0,0.6938174366950989,False,False,10652,"[130.7339324951172, 355.37176513671875, 8.717605590820312, 15.1612548828125]",1.7435211181640624,1.6845838758680556,1.7137991606062313,UNKNOWN_POST_NMS
199,2296,0,person,"[384.0, 199.0, 5.0, 11.0]",55.0,5.0,11.0,FN,A,,0.6547061800956726,0.22354738730984697,0.40575164556503296,False,False,10805,"[386.3416748046875, 200.30841064453125, 6.923858642578125, 12.422470092773438]",1.384771728515625,1.1293154629794033,1.2505375347063405,UNKNOWN_POST_NMS
199,2298,0,person,"[412.0, 204.0, 4.0, 11.0]",44.0,4.0,11.0,FN,B,,0.6547061800956726,0.39983045457041766,0.4357880651950836,True,False,10799,"[411.0680236816406, 204.25274658203125, 8.1761474609375, 13.026565551757812]",2.044036865234375,1.184233231977983,1.555833019060416,UNKNOWN_POST_NMS
199,2314,0,person,"[397.0, 377.0, 6.0, 9.0]",54.0,6.0,9.0,FN,B,,0.6547061800956726,0.38109011782427954,0.4132237732410431,True,False,10801,"[396.7748718261719, 374.6382751464844, 9.1964111328125, 15.408050537109375]",1.5327351888020833,1.712005615234375,1.6198923575029567,UNKNOWN_POST_NMS
199,2317,0,person,"[551.0, 466.0, 5.0, 11.0]",55.0,5.0,11.0,FN,B,,0.6547061800956726,0.29816734841875453,0.5992434620857239,True,False,10762,"[549.2169799804688, 466.19927978515625, 11.53912353515625, 15.60968017578125]",2.30782470703125,1.4190618341619319,1.8096811768054584,UNKNOWN_POST_NMS
199,2320,0,person,"[295.0, 495.0, 5.0, 11.0]",55.0,5.0,11.0,FN,B,,0.6547061800956726,0.3478647945599249,0.48961591720581055,True,False,10785,"[291.8738098144531, 493.6287841796875, 11.600341796875, 13.629547119140625]",2.320068359375,1.2390497381036931,1.6954881577487526,UNKNOWN_POST_NMS
199,2335,0,person,"[88.0, 317.0, 5.0, 9.0]",45.0,5.0,9.0,FN,B,,0.6547061800956726,0.2570229746305998,0.3719353675842285,True,False,10813,"[88.78864288330078, 314.8706359863281, 10.361335754394531, 13.547332763671875]",2.0722671508789063,1.5052591959635417,1.7661537830420209,UNKNOWN_POST_NMS
